0 -47.111310958862305 -24.053855895996094 0.0
1 -47.10092544555664 -24.053855895996094 0.0
2 -47.09053993225098 -24.053855895996094 0.0
3 -47.08015251159668 -24.053855895996094 0.0
4 -47.069766998291016 -24.053855895996094 0.0
5 -47.05938148498535 -24.053855895996094 0.0
6 -47.048994064331055 -24.053855895996094 0.0
7 -47.03860855102539 -24.053855895996094 0.0
8 -47.02822303771973 -24.053855895996094 0.0
9 -47.01783561706543 -24.053855895996094 0.0
10 -47.007450103759766 -24.053855895996094 0.0
11 -46.9970645904541 -24.053855895996094 0.0
12 -46.986677169799805 -24.053855895996094 0.0
13 -46.97629165649414 -24.053855895996094 0.0
14 -46.96590614318848 -24.053855895996094 0.0
15 -46.95552062988281 -24.053855895996094 0.0
16 -46.94513511657715 -24.053855895996094 0.0
17 -46.93474769592285 -24.053855895996094 0.0
18 -46.92436218261719 -24.053855895996094 0.0
19 -46.91397666931152 -24.053855895996094 0.0
20 -46.90358924865723 -24.053855895996094 0.0
21 -46.89320373535156 -24.053855895996094 0.0
22 -46.8828182220459 -24.053855895996094 0.0
23 -46.8724308013916 -24.053855895996094 0.0
24 -46.86204528808594 -24.053855895996094 0.0
25 -46.85165977478027 -24.053855895996094 0.0
26 -46.84127235412598 -24.053855895996094 0.0
27 -46.83088684082031 -24.053855895996094 0.0
28 -46.82050132751465 -24.053855895996094 0.0
29 -46.81011390686035 -24.053855895996094 0.0
30 -46.79972839355469 -24.053855895996094 0.0
31 -46.78934288024902 -24.053855895996094 0.0
32 -46.77895545959473 -24.053855895996094 0.0
33 -46.76856994628906 -24.053855895996094 0.0
34 -46.7581844329834 -24.053855895996094 0.0
35 -46.7477970123291 -24.053855895996094 0.0
36 -46.73741149902344 -24.053855895996094 0.0
37 -46.72702598571777 -24.053855895996094 0.0
38 -46.71663856506348 -24.053855895996094 0.0
39 -46.70625305175781 -24.053855895996094 0.0
40 -46.69586753845215 -24.053855895996094 0.0
41 -46.685482025146484 -24.053855895996094 0.0
42 -46.67509651184082 -24.053855895996094 0.0
43 -46.66470909118652 -24.053855895996094 0.0
44 -46.65432357788086 -24.053855895996094 0.0
45 -46.643938064575195 -24.053855895996094 0.0
